code,ticker,name,exchange,board,listing_date,listing_time_local,timezone,listing_datetime_local,listing_date_source,listing_time_basis,basis_confidence,exact_first_trade_time_available,first_price_date,listing_minus_first_price_days,date_alignment_status,effective_price_start_date,identity_review_priority,identity_review_status,identity_review_note,bazi,day_stem,month_branch,main_god,auxiliary_gods,price_rows,last_price_date,price_file
sh.603828,SH603828,*ST利达,SH,Shanghai Main,2015-02-26,09:30:00,Asia/Shanghai,2015-02-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-02-26,0,aligned,2015-02-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 戊寅 癸酉 丁巳,癸,寅,辛,丙,2715,2026-09-18,by_symbol/SH603828.parquet
sh.603829,SH603829,洛凯股份,SH,Shanghai Main,2017-10-17,09:30:00,Asia/Shanghai,2017-10-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-10-17,0,aligned,2017-10-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 庚戌 丁丑 乙巳,丁,戌,甲,庚、戊,2170,2026-09-18,by_symbol/SH603829.parquet
sh.603833,SH603833,欧派家居,SH,Shanghai Main,2017-03-28,09:30:00,Asia/Shanghai,2017-03-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-28,0,aligned,2017-03-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 甲寅 己巳,甲,卯,庚,丙、丁、戊、己,2299,2026-09-18,by_symbol/SH603833.parquet
sh.603836,SH603836,海程邦达,SH,Shanghai Main,2021-05-26,09:30:00,Asia/Shanghai,2021-05-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2021-05-26,0,aligned,2021-05-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛丑 癸巳 甲戌 己巳,甲,巳,癸,丁、庚,1293,2026-09-18,by_symbol/SH603836.parquet
sh.603838,SH603838,*ST四通,SH,Shanghai Main,2015-07-01,09:30:00,Asia/Shanghai,2015-07-01T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-07-01,0,aligned,2015-07-01,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 壬午 戊寅 丁巳,戊,午,壬,甲、丙,2424,2026-09-18,by_symbol/SH603838.parquet
sh.603839,SH603839,安正时尚,SH,Shanghai Main,2017-02-14,09:30:00,Asia/Shanghai,2017-02-14T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-14,0,aligned,2017-02-14,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 壬申 乙巳,壬,寅,庚,丙、戊,2334,2026-09-18,by_symbol/SH603839.parquet
sh.603843,SH603843,*ST正平,SH,Shanghai Main,2016-09-05,09:30:00,Asia/Shanghai,2016-09-05T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-09-05,0,aligned,2016-09-05,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 丙申 庚寅 辛巳,庚,申,丁,甲,2317,2026-09-18,by_symbol/SH603843.parquet
sh.603848,SH603848,好太太,SH,Shanghai Main,2017-12-01,09:30:00,Asia/Shanghai,2017-12-01T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-12-01,0,aligned,2017-12-01,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 辛亥 壬戌 乙巳,壬,亥,戊,丙、庚,2137,2026-09-18,by_symbol/SH603848.parquet
sh.603855,SH603855,华荣股份,SH,Shanghai Main,2017-05-24,09:30:00,Asia/Shanghai,2017-05-24T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-24,0,aligned,2017-05-24,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 辛亥 癸巳,辛,巳,壬,甲、癸,2267,2026-09-18,by_symbol/SH603855.parquet
sh.603856,SH603856,东宏股份,SH,Shanghai Main,2017-11-06,09:30:00,Asia/Shanghai,2017-11-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-11-06,0,aligned,2017-11-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 庚戌 丁酉 乙巳,丁,戌,甲,庚、戊,2156,2026-09-18,by_symbol/SH603856.parquet
sh.603858,SH603858,步长制药,SH,Shanghai Main,2016-11-18,09:30:00,Asia/Shanghai,2016-11-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-18,0,aligned,2016-11-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 甲辰 己巳,甲,亥,庚,丁、丙、戊,2391,2026-09-18,by_symbol/SH603858.parquet
sh.603859,SH603859,能科科技,SH,Shanghai Main,2016-10-21,09:30:00,Asia/Shanghai,2016-10-21T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-10-21,0,aligned,2016-10-21,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 戊戌 丙子 癸巳,丙,戌,甲,壬,2406,2026-09-18,by_symbol/SH603859.parquet
sh.603860,SH603860,中公高科,SH,Shanghai Main,2017-08-02,09:30:00,Asia/Shanghai,2017-08-02T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-08-02,0,aligned,2017-08-02,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丁未 辛酉 癸巳,辛,未,壬,庚、甲,2219,2026-09-18,by_symbol/SH603860.parquet
sh.603861,SH603861,白云电器,SH,Shanghai Main,2016-03-22,09:30:00,Asia/Shanghai,2016-03-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-03-22,0,aligned,2016-03-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛卯 癸卯 丁巳,癸,卯,庚,辛,2471,2026-09-18,by_symbol/SH603861.parquet
sh.603863,SH603863,松炀资源,SH,Shanghai Main,2019-06-21,09:30:00,Asia/Shanghai,2019-06-21T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2019-06-21,0,aligned,2019-06-21,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己亥 庚午 己丑 己巳,己,午,癸,丙,1754,2026-09-18,by_symbol/SH603863.parquet
sh.603866,SH603866,桃李面包,SH,Shanghai Main,2015-12-22,09:30:00,Asia/Shanghai,2015-12-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-12-22,0,aligned,2015-12-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 戊子 壬申 乙巳,壬,子,戊,丙,2612,2026-09-18,by_symbol/SH603866.parquet
sh.603867,SH603867,新化股份,SH,Shanghai Main,2019-06-27,09:30:00,Asia/Shanghai,2019-06-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2019-06-27,0,aligned,2019-06-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己亥 庚午 乙未 辛巳,乙,午,癸,丙,1757,2026-09-18,by_symbol/SH603867.parquet
sh.603868,SH603868,飞科电器,SH,Shanghai Main,2016-04-18,09:30:00,Asia/Shanghai,2016-04-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-04-18,0,aligned,2016-04-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 壬辰 庚午 辛巳,庚,辰,甲,丁、壬、癸,2535,2026-09-18,by_symbol/SH603868.parquet
sh.603869,SH603869,ST智知,SH,Shanghai Main,2015-03-26,09:30:00,Asia/Shanghai,2015-03-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-03-26,0,aligned,2015-03-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 己卯 辛丑 癸巳,辛,卯,壬,甲,2698,2026-09-18,by_symbol/SH603869.parquet
sh.603871,SH603871,嘉友国际,SH,Shanghai Main,2018-02-06,09:30:00,Asia/Shanghai,2018-02-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2018-02-06,0,aligned,2018-02-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,戊戌 甲寅 己巳 己巳,己,寅,丙,庚、甲,2091,2026-09-18,by_symbol/SH603871.parquet
sh.603876,SH603876,鼎胜新材,SH,Shanghai Main,2018-04-18,09:30:00,Asia/Shanghai,2018-04-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2018-04-18,0,aligned,2018-04-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,戊戌 丙辰 庚辰 辛巳,庚,辰,甲,丁、壬、癸,2047,2026-09-18,by_symbol/SH603876.parquet
sh.603877,SH603877,太平鸟,SH,Shanghai Main,2017-01-09,09:30:00,Asia/Shanghai,2017-01-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-01-09,0,aligned,2017-01-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛丑 丙申 癸巳,丙,丑,壬,甲,2353,2026-09-18,by_symbol/SH603877.parquet
sh.603878,SH603878,武进不锈,SH,Shanghai Main,2016-12-19,09:30:00,Asia/Shanghai,2016-12-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-19,0,aligned,2016-12-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 乙亥 辛巳,乙,子,丙,,2370,2026-09-18,by_symbol/SH603878.parquet
sh.603879,SH603879,永悦科技,SH,Shanghai Main,2017-06-14,09:30:00,Asia/Shanghai,2017-06-14T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-14,0,aligned,2017-06-14,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 壬申 乙巳,壬,午,癸,庚、辛,2252,2026-09-18,by_symbol/SH603879.parquet
sh.603880,SH603880,南卫股份,SH,Shanghai Main,2017-08-07,09:30:00,Asia/Shanghai,2017-08-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-08-07,0,aligned,2017-08-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丁未 丙寅 癸巳,丙,未,壬,庚,2120,2026-09-18,by_symbol/SH603880.parquet
sh.603881,SH603881,数据港,SH,Shanghai Main,2017-02-08,09:30:00,Asia/Shanghai,2017-02-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-02-08,0,aligned,2017-02-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬寅 丙寅 癸巳,丙,寅,壬,庚,2337,2026-09-18,by_symbol/SH603881.parquet
sh.603882,SH603882,金域医学,SH,Shanghai Main,2017-09-08,09:30:00,Asia/Shanghai,2017-09-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-09-08,0,aligned,2017-09-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 己酉 戊戌 丁巳,戊,酉,丙,癸,2192,2026-09-18,by_symbol/SH603882.parquet
sh.603883,SH603883,老百姓,SH,Shanghai Main,2015-04-23,09:30:00,Asia/Shanghai,2015-04-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-04-23,0,aligned,2015-04-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 庚辰 己巳 己巳,己,辰,丙,癸、甲,2683,2026-09-18,by_symbol/SH603883.parquet
sh.603885,SH603885,吉祥航空,SH,Shanghai Main,2015-05-27,09:30:00,Asia/Shanghai,2015-05-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-05-27,0,aligned,2015-05-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 辛巳 癸卯 丁巳,癸,巳,辛,,2741,2026-09-18,by_symbol/SH603885.parquet
sh.603886,SH603886,元祖股份,SH,Shanghai Main,2016-12-28,09:30:00,Asia/Shanghai,2016-12-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-28,0,aligned,2016-12-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 甲申 己巳,甲,子,丁,庚、丙,2363,2026-09-18,by_symbol/SH603886.parquet
sh.603887,SH603887,城地香江,SH,Shanghai Main,2016-10-10,09:30:00,Asia/Shanghai,2016-10-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-10-10,0,aligned,2016-10-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 戊戌 乙丑 辛巳,乙,戌,癸,辛,2338,2026-09-18,by_symbol/SH603887.parquet
sh.603888,SH603888,新华网,SH,Shanghai Main,2016-10-28,09:30:00,Asia/Shanghai,2016-10-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-10-28,0,aligned,2016-10-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 戊戌 癸未 丁巳,癸,戌,辛,甲、壬、癸,2404,2026-09-18,by_symbol/SH603888.parquet
sh.603889,SH603889,新澳股份,SH,Shanghai Main,2014-12-31,09:30:00,Asia/Shanghai,2014-12-31T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2014-12-31,0,aligned,2014-12-31,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,甲午 丙子 丙子 癸巳,丙,子,壬,戊、己,2733,2026-09-18,by_symbol/SH603889.parquet
sh.603890,SH603890,春秋电子,SH,Shanghai Main,2017-12-12,09:30:00,Asia/Shanghai,2017-12-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-12-12,0,aligned,2017-12-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬子 癸酉 丁巳,癸,子,丙,辛,2130,2026-09-18,by_symbol/SH603890.parquet
sh.603893,SH603893,瑞芯微,SH,Shanghai Main,2020-02-07,09:30:00,Asia/Shanghai,2020-02-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2020-02-07,0,aligned,2020-02-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚子 戊寅 庚辰 辛巳,庚,寅,戊,甲、壬、丙、丁,1609,2026-09-18,by_symbol/SH603893.parquet
sh.603895,SH603895,天永智能,SH,Shanghai Main,2018-01-22,09:30:00,Asia/Shanghai,2018-01-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2018-01-22,0,aligned,2018-01-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸丑 甲寅 己巳,甲,丑,丁,庚、丙,2102,2026-09-18,by_symbol/SH603895.parquet
sh.603896,SH603896,寿仙谷,SH,Shanghai Main,2017-05-10,09:30:00,Asia/Shanghai,2017-05-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-10,0,aligned,2017-05-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 丁酉 乙巳,丁,巳,甲,庚,2277,2026-09-18,by_symbol/SH603896.parquet
sh.603897,SH603897,长城科技,SH,Shanghai Main,2018-04-10,09:30:00,Asia/Shanghai,2018-04-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2018-04-10,0,aligned,2018-04-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,戊戌 丙辰 壬申 乙巳,壬,辰,甲,庚,2048,2026-09-18,by_symbol/SH603897.parquet
sh.603898,SH603898,好莱客,SH,Shanghai Main,2015-02-17,09:30:00,Asia/Shanghai,2015-02-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-02-17,0,aligned,2015-02-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 戊寅 甲子 己巳,甲,寅,丙,癸,2740,2026-09-18,by_symbol/SH603898.parquet
sh.603899,SH603899,晨光股份,SH,Shanghai Main,2015-01-27,09:30:00,Asia/Shanghai,2015-01-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-01-27,0,aligned,2015-01-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,甲午 丁丑 癸卯 丁巳,癸,丑,丙,丁,2832,2026-09-18,by_symbol/SH603899.parquet
sh.603900,SH603900,莱绅通灵,SH,Shanghai Main,2016-11-23,09:30:00,Asia/Shanghai,2016-11-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-11-23,0,aligned,2016-11-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 己亥 己酉 己巳,己,亥,丙,甲、戊,2386,2026-09-18,by_symbol/SH603900.parquet
sh.603901,SH603901,永创智能,SH,Shanghai Main,2015-05-29,09:30:00,Asia/Shanghai,2015-05-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-05-29,0,aligned,2015-05-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 辛巳 乙巳 辛巳,乙,巳,癸,,2732,2026-09-18,by_symbol/SH603901.parquet
sh.603903,SH603903,中持股份,SH,Shanghai Main,2017-03-14,09:30:00,Asia/Shanghai,2017-03-14T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-14,0,aligned,2017-03-14,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 庚子 辛巳,庚,卯,丁,甲、庚、丙,2313,2026-09-18,by_symbol/SH603903.parquet
sh.603906,SH603906,龙蟠科技,SH,Shanghai Main,2017-04-10,09:30:00,Asia/Shanghai,2017-04-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-10,0,aligned,2017-04-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 丁卯 乙巳,丁,辰,甲,庚,2298,2026-09-18,by_symbol/SH603906.parquet
sh.603908,SH603908,牧高笛,SH,Shanghai Main,2017-03-07,09:30:00,Asia/Shanghai,2017-03-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-03-07,0,aligned,2017-03-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 癸卯 癸巳 丁巳,癸,卯,庚,辛,2320,2026-09-18,by_symbol/SH603908.parquet
sh.603909,SH603909,建发合诚,SH,Shanghai Main,2016-06-28,09:30:00,Asia/Shanghai,2016-06-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-06-28,0,aligned,2016-06-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 甲午 辛巳 癸巳,辛,午,壬,己、癸,2440,2026-09-18,by_symbol/SH603909.parquet
sh.603912,SH603912,佳力图,SH,Shanghai Main,2017-11-01,09:30:00,Asia/Shanghai,2017-11-01T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-11-01,0,aligned,2017-11-01,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 庚戌 壬辰 乙巳,壬,戌,甲,丙,2159,2026-09-18,by_symbol/SH603912.parquet
sh.603915,SH603915,国茂股份,SH,Shanghai Main,2019-06-14,09:30:00,Asia/Shanghai,2019-06-14T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2019-06-14,0,aligned,2019-06-14,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己亥 庚午 壬午 乙巳,壬,午,癸,庚、辛,1766,2026-09-18,by_symbol/SH603915.parquet
sh.603916,SH603916,苏博特,SH,Shanghai Main,2017-11-10,09:30:00,Asia/Shanghai,2017-11-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-11-10,0,aligned,2017-11-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 辛亥 辛丑 癸巳,辛,亥,壬,丙,2152,2026-09-18,by_symbol/SH603916.parquet
sh.603917,SH603917,合力科技,SH,Shanghai Main,2017-12-04,09:30:00,Asia/Shanghai,2017-12-04T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-12-04,0,aligned,2017-12-04,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 辛亥 乙丑 辛巳,乙,亥,丙,戊,2136,2026-09-18,by_symbol/SH603917.parquet
sh.603918,SH603918,金桥信息,SH,Shanghai Main,2015-05-28,09:30:00,Asia/Shanghai,2015-05-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-05-28,0,aligned,2015-05-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 辛巳 甲辰 己巳,甲,巳,癸,丁、庚,2656,2026-09-18,by_symbol/SH603918.parquet
sh.603919,SH603919,金徽酒,SH,Shanghai Main,2016-03-10,09:30:00,Asia/Shanghai,2016-03-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-03-10,0,aligned,2016-03-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 辛卯 辛卯 癸巳,辛,卯,壬,甲,2536,2026-09-18,by_symbol/SH603919.parquet
sh.603920,SH603920,世运电路,SH,Shanghai Main,2017-04-26,09:30:00,Asia/Shanghai,2017-04-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-04-26,0,aligned,2017-04-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 甲辰 癸未 丁巳,癸,辰,丙,辛、甲,2283,2026-09-18,by_symbol/SH603920.parquet
sh.603922,SH603922,ST金鸿顺,SH,Shanghai Main,2017-10-23,09:30:00,Asia/Shanghai,2017-10-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-10-23,0,aligned,2017-10-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 庚戌 癸未 丁巳,癸,戌,辛,甲、壬、癸,2142,2026-09-18,by_symbol/SH603922.parquet
sh.603926,SH603926,铁流股份,SH,Shanghai Main,2017-05-10,09:30:00,Asia/Shanghai,2017-05-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-05-10,0,aligned,2017-05-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 乙巳 丁酉 乙巳,丁,巳,甲,庚,2277,2026-09-18,by_symbol/SH603926.parquet
sh.603927,SH603927,中科软,SH,Shanghai Main,2019-09-09,09:30:00,Asia/Shanghai,2019-09-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2019-09-09,0,aligned,2019-09-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己亥 癸酉 己酉 己巳,己,酉,丙,癸,1705,2026-09-18,by_symbol/SH603927.parquet
sh.603928,SH603928,兴业股份,SH,Shanghai Main,2016-12-12,09:30:00,Asia/Shanghai,2016-12-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-12,0,aligned,2016-12-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 戊辰 丁巳,戊,子,丙,甲,2375,2026-09-18,by_symbol/SH603928.parquet
sh.603929,SH603929,亚翔集成,SH,Shanghai Main,2016-12-30,09:30:00,Asia/Shanghai,2016-12-30T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2016-12-30,0,aligned,2016-12-30,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙申 庚子 丙戌 癸巳,丙,子,壬,戊、己,2361,2026-09-18,by_symbol/SH603929.parquet
sh.603931,SH603931,格林达,SH,Shanghai Main,2020-08-19,09:30:00,Asia/Shanghai,2020-08-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2020-08-19,0,aligned,2020-08-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚子 甲申 甲午 己巳,甲,申,庚,丁、壬,1477,2026-09-18,by_symbol/SH603931.parquet
sh.603933,SH603933,睿能科技,SH,Shanghai Main,2017-07-06,09:30:00,Asia/Shanghai,2017-07-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-07-06,0,aligned,2017-07-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 甲午 己巳,甲,午,癸,丁、庚,2228,2026-09-18,by_symbol/SH603933.parquet
sh.603936,SH603936,博敏电子,SH,Shanghai Main,2015-12-09,09:30:00,Asia/Shanghai,2015-12-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-12-09,0,aligned,2015-12-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 戊子 己未 己巳,己,子,丙,甲、戊,2523,2026-09-18,by_symbol/SH603936.parquet
sh.603937,SH603937,丽岛新材,SH,Shanghai Main,2017-11-02,09:30:00,Asia/Shanghai,2017-11-02T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-11-02,0,aligned,2017-11-02,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 庚戌 癸巳 丁巳,癸,戌,辛,甲、壬、癸,2158,2026-09-18,by_symbol/SH603937.parquet
sh.603938,SH603938,三孚股份,SH,Shanghai Main,2017-06-28,09:30:00,Asia/Shanghai,2017-06-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-06-28,0,aligned,2017-06-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 丙午 丙戌 癸巳,丙,午,壬,庚,2244,2026-09-18,by_symbol/SH603938.parquet
sh.603939,SH603939,益丰药房,SH,Shanghai Main,2015-02-17,09:30:00,Asia/Shanghai,2015-02-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2015-02-17,0,aligned,2015-02-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,乙未 戊寅 甲子 己巳,甲,寅,丙,癸,2701,2026-09-18,by_symbol/SH603939.parquet
