code,ticker,name,exchange,board,listing_date,listing_time_local,timezone,listing_datetime_local,listing_date_source,listing_time_basis,basis_confidence,exact_first_trade_time_available,first_price_date,listing_minus_first_price_days,date_alignment_status,effective_price_start_date,identity_review_priority,identity_review_status,identity_review_note,bazi,day_stem,month_branch,main_god,auxiliary_gods,price_rows,last_price_date,price_file
sh.600000,SH600000,浦发银行,SH,Shanghai Main,1999-11-10,09:30:00,Asia/Shanghai,1999-11-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1999-11-10,0,aligned,1999-11-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己卯 乙亥 丙寅 癸巳,丙,亥,甲,戊、庚、壬,6393,2026-09-18,by_symbol/SH600000.parquet
sh.600004,SH600004,白云机场,SH,Shanghai Main,2003-04-28,09:30:00,Asia/Shanghai,2003-04-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-04-28,0,aligned,2003-04-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 丙辰 辛未 癸巳,辛,辰,壬,甲,5634,2026-09-18,by_symbol/SH600004.parquet
sh.600006,SH600006,东风股份,SH,Shanghai Main,1999-07-27,09:30:00,Asia/Shanghai,1999-07-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1999-07-27,0,aligned,1999-07-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己卯 辛未 庚辰 辛巳,庚,未,丁,甲,6471,2026-09-18,by_symbol/SH600006.parquet
sh.600007,SH600007,中国国贸,SH,Shanghai Main,1999-03-12,09:30:00,Asia/Shanghai,1999-03-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1999-03-12,0,aligned,1999-03-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,己卯 丁卯 癸亥 丁巳,癸,卯,庚,辛,6621,2026-09-18,by_symbol/SH600007.parquet
sh.600008,SH600008,首创环保,SH,Shanghai Main,2000-04-27,09:30:00,Asia/Shanghai,2000-04-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2000-04-27,0,aligned,2000-04-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚辰 庚辰 乙卯 辛巳,乙,辰,癸,丙、戊,6307,2026-09-18,by_symbol/SH600008.parquet
sh.600009,SH600009,上海机场,SH,Shanghai Main,1998-02-18,09:30:00,Asia/Shanghai,1998-02-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1998-02-18,0,aligned,1998-02-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,戊寅 甲寅 丙申 癸巳,丙,寅,壬,庚,6880,2026-09-18,by_symbol/SH600009.parquet
sh.600010,SH600010,包钢股份,SH,Shanghai Main,2001-03-09,09:30:00,Asia/Shanghai,2001-03-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2001-03-09,0,aligned,2001-03-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛巳 辛卯 辛未 癸巳,辛,卯,壬,甲,6079,2026-09-18,by_symbol/SH600010.parquet
sh.600011,SH600011,华能国际,SH,Shanghai Main,2001-12-06,09:30:00,Asia/Shanghai,2001-12-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2001-12-06,0,aligned,2001-12-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛巳 己亥 癸卯 丁巳,癸,亥,庚,辛、戊、丁,5944,2026-09-18,by_symbol/SH600011.parquet
sh.600012,SH600012,皖通高速,SH,Shanghai Main,2003-01-07,09:30:00,Asia/Shanghai,2003-01-07T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-01-07,0,aligned,2003-01-07,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,壬午 癸丑 庚辰 辛巳,庚,丑,丙,丁、甲,5691,2026-09-18,by_symbol/SH600012.parquet
sh.600015,SH600015,华夏银行,SH,Shanghai Main,2003-09-12,09:30:00,Asia/Shanghai,2003-09-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-09-12,0,aligned,2003-09-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 辛酉 戊子 丁巳,戊,酉,丙,癸,5493,2026-09-18,by_symbol/SH600015.parquet
sh.600016,SH600016,民生银行,SH,Shanghai Main,2000-12-19,09:30:00,Asia/Shanghai,2000-12-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2000-12-19,0,aligned,2000-12-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚辰 戊子 辛亥 癸巳,辛,子,丙,戊、壬、甲,6182,2026-09-18,by_symbol/SH600016.parquet
sh.600017,SH600017,日照港,SH,Shanghai Main,2006-10-17,09:30:00,Asia/Shanghai,2006-10-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2006-10-17,0,aligned,2006-10-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙戌 戊戌 己卯 己巳,己,戌,甲,丙、癸,4806,2026-09-18,by_symbol/SH600017.parquet
sh.600018,SH600018,上港集团,SH,Shanghai Main,2006-10-26,09:30:00,Asia/Shanghai,2006-10-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2000-07-19,2290,price_history_precedes_listing,2006-10-26,high,not_screened,行情早于上市日，可能含前身证券历史；回测不得使用上市日前行情。,丙戌 戊戌 戊子 丁巳,戊,戌,甲,丙、癸,6211,2026-09-18,by_symbol/SH600018.parquet
sh.600019,SH600019,宝钢股份,SH,Shanghai Main,2000-12-12,09:30:00,Asia/Shanghai,2000-12-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2000-12-12,0,aligned,2000-12-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚辰 戊子 甲辰 己巳,甲,子,丁,庚、丙,6094,2026-09-18,by_symbol/SH600019.parquet
sh.600020,SH600020,中原高速,SH,Shanghai Main,2003-08-08,09:30:00,Asia/Shanghai,2003-08-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-08-08,0,aligned,2003-08-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 庚申 癸丑 丁巳,癸,申,丁,,5534,2026-09-18,by_symbol/SH600020.parquet
sh.600021,SH600021,上海电力,SH,Shanghai Main,2003-10-29,09:30:00,Asia/Shanghai,2003-10-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-10-29,0,aligned,2003-10-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 壬戌 乙亥 辛巳,乙,戌,癸,辛,5400,2026-09-18,by_symbol/SH600021.parquet
sh.600022,SH600022,山东钢铁,SH,Shanghai Main,2004-06-29,09:30:00,Asia/Shanghai,2004-06-29T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2004-06-29,0,aligned,2004-06-29,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,甲申 庚午 己卯 己巳,己,午,癸,丙,5063,2026-09-18,by_symbol/SH600022.parquet
sh.600023,SH600023,浙能电力,SH,Shanghai Main,2013-12-19,09:30:00,Asia/Shanghai,2013-12-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2013-12-19,0,aligned,2013-12-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸巳 甲子 己未 己巳,己,子,丙,甲、戊,3102,2026-09-18,by_symbol/SH600023.parquet
sh.600025,SH600025,华能水电,SH,Shanghai Main,2017-12-15,09:30:00,Asia/Shanghai,2017-12-15T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2017-12-15,0,aligned,2017-12-15,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁酉 壬子 丙子 癸巳,丙,子,壬,戊、己,2127,2026-09-18,by_symbol/SH600025.parquet
sh.600026,SH600026,中远海能,SH,Shanghai Main,2002-05-23,09:30:00,Asia/Shanghai,2002-05-23T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2002-05-23,0,aligned,2002-05-23,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,壬午 乙巳 辛卯 癸巳,辛,巳,壬,甲、癸,5751,2026-09-18,by_symbol/SH600026.parquet
sh.600027,SH600027,华电国际,SH,Shanghai Main,2005-02-03,09:30:00,Asia/Shanghai,2005-02-03T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2005-02-03,0,aligned,2005-02-03,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,甲申 丁丑 戊午 丁巳,戊,丑,丙,甲,5185,2026-09-18,by_symbol/SH600027.parquet
sh.600028,SH600028,中国石化,SH,Shanghai Main,2001-08-08,09:30:00,Asia/Shanghai,2001-08-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2001-08-08,0,aligned,2001-08-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛巳 丙申 癸卯 丁巳,癸,申,丁,,6043,2026-09-18,by_symbol/SH600028.parquet
sh.600029,SH600029,南方航空,SH,Shanghai Main,2003-07-25,09:30:00,Asia/Shanghai,2003-07-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-07-25,0,aligned,2003-07-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 己未 己亥 己巳,己,未,癸,丙,5524,2026-09-18,by_symbol/SH600029.parquet
sh.600030,SH600030,中信证券,SH,Shanghai Main,2003-01-06,09:30:00,Asia/Shanghai,2003-01-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-01-06,0,aligned,2003-01-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,壬午 癸丑 己卯 己巳,己,丑,丙,甲、戊,5659,2026-09-18,by_symbol/SH600030.parquet
sh.600031,SH600031,三一重工,SH,Shanghai Main,2003-07-03,09:30:00,Asia/Shanghai,2003-07-03T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-07-03,0,aligned,2003-07-03,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 戊午 丁丑 乙巳,丁,午,壬,庚、癸,5592,2026-09-18,by_symbol/SH600031.parquet
sh.600032,SH600032,浙江新能,SH,Shanghai Main,2021-05-25,09:30:00,Asia/Shanghai,2021-05-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2021-05-25,0,aligned,2021-05-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛丑 癸巳 癸酉 丁巳,癸,巳,辛,,1294,2026-09-18,by_symbol/SH600032.parquet
sh.600033,SH600033,福建高速,SH,Shanghai Main,2001-02-09,09:30:00,Asia/Shanghai,2001-02-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2001-02-09,0,aligned,2001-02-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛巳 庚寅 癸卯 丁巳,癸,寅,辛,丙,6172,2026-09-18,by_symbol/SH600033.parquet
sh.600035,SH600035,楚天高速,SH,Shanghai Main,2004-03-10,09:30:00,Asia/Shanghai,2004-03-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2004-03-10,0,aligned,2004-03-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,甲申 丁卯 戊子 丁巳,戊,卯,丙,甲、癸,5254,2026-09-18,by_symbol/SH600035.parquet
sh.600036,SH600036,招商银行,SH,Shanghai Main,2002-04-09,09:30:00,Asia/Shanghai,2002-04-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2002-04-09,0,aligned,2002-04-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,壬午 甲辰 丁未 乙巳,丁,辰,甲,庚,5865,2026-09-18,by_symbol/SH600036.parquet
sh.600037,SH600037,歌华有线,SH,Shanghai Main,2001-02-08,09:30:00,Asia/Shanghai,2001-02-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2001-02-08,0,aligned,2001-02-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,辛巳 庚寅 壬寅 乙巳,壬,寅,庚,丙、戊,6142,2026-09-18,by_symbol/SH600037.parquet
sh.600038,SH600038,中直股份,SH,Shanghai Main,2000-12-18,09:30:00,Asia/Shanghai,2000-12-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2000-12-18,0,aligned,2000-12-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,庚辰 戊子 庚戌 辛巳,庚,子,丁,甲、丙,6081,2026-09-18,by_symbol/SH600038.parquet
sh.600039,SH600039,四川路桥,SH,Shanghai Main,2003-03-25,09:30:00,Asia/Shanghai,2003-03-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2003-03-25,0,aligned,2003-03-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,癸未 乙卯 丁酉 乙巳,丁,卯,庚,甲,5561,2026-09-18,by_symbol/SH600039.parquet
sh.600048,SH600048,保利发展,SH,Shanghai Main,2006-07-31,09:30:00,Asia/Shanghai,2006-07-31T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2006-07-31,0,aligned,2006-07-31,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丙戌 乙未 辛酉 癸巳,辛,未,壬,庚、甲,4871,2026-09-18,by_symbol/SH600048.parquet
sh.600050,SH600050,中国联通,SH,Shanghai Main,2002-10-09,09:30:00,Asia/Shanghai,2002-10-09T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,2002-10-09,0,aligned,2002-10-09,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,壬午 庚戌 庚戌 辛巳,庚,戌,甲,壬,5678,2026-09-18,by_symbol/SH600050.parquet
sh.600051,SH600051,宁波联合,SH,Shanghai Main,1997-04-10,09:30:00,Asia/Shanghai,1997-04-10T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-04-10,0,aligned,1997-04-10,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 甲辰 壬午 乙巳,壬,辰,甲,庚,6930,2026-09-18,by_symbol/SH600051.parquet
sh.600052,SH600052,东望时代,SH,Shanghai Main,1997-04-15,09:30:00,Asia/Shanghai,1997-04-15T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-04-15,0,aligned,1997-04-15,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 甲辰 丁亥 乙巳,丁,辰,甲,庚,6811,2026-09-18,by_symbol/SH600052.parquet
sh.600053,SH600053,*ST九鼎,SH,Shanghai Main,1997-04-18,09:30:00,Asia/Shanghai,1997-04-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-04-18,0,aligned,1997-04-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 甲辰 庚寅 辛巳,庚,辰,甲,丁、壬、癸,6585,2026-09-18,by_symbol/SH600053.parquet
sh.600054,SH600054,黄山旅游,SH,Shanghai Main,1997-05-06,09:30:00,Asia/Shanghai,1997-05-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-06,0,aligned,1997-05-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 戊申 丁巳,戊,巳,甲,丙、癸,7054,2026-09-18,by_symbol/SH600054.parquet
sh.600055,SH600055,万东医疗,SH,Shanghai Main,1997-05-19,09:30:00,Asia/Shanghai,1997-05-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-19,0,aligned,1997-05-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 辛酉 癸巳,辛,巳,壬,甲、癸,6896,2026-09-18,by_symbol/SH600055.parquet
sh.600056,SH600056,中国医药,SH,Shanghai Main,1997-05-15,09:30:00,Asia/Shanghai,1997-05-15T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-15,0,aligned,1997-05-15,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 丁巳 乙巳,丁,巳,甲,庚,6911,2026-09-18,by_symbol/SH600056.parquet
sh.600057,SH600057,厦门象屿,SH,Shanghai Main,1997-06-04,09:30:00,Asia/Shanghai,1997-06-04T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-04,0,aligned,1997-06-04,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 丁丑 乙巳,丁,巳,甲,庚,6415,2026-09-18,by_symbol/SH600057.parquet
sh.600058,SH600058,五矿发展,SH,Shanghai Main,1997-05-28,09:30:00,Asia/Shanghai,1997-05-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-28,0,aligned,1997-05-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 庚午 辛巳,庚,巳,壬,戊、丙、丁,6847,2026-09-18,by_symbol/SH600058.parquet
sh.600059,SH600059,古越龙山,SH,Shanghai Main,1997-05-16,09:30:00,Asia/Shanghai,1997-05-16T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-16,0,aligned,1997-05-16,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 戊午 丁巳,戊,巳,甲,丙、癸,7061,2026-09-18,by_symbol/SH600059.parquet
sh.600060,SH600060,海信视像,SH,Shanghai Main,1997-04-22,09:30:00,Asia/Shanghai,1997-04-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-04-22,0,aligned,1997-04-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 甲辰 甲午 己巳,甲,辰,庚,丁、壬,7069,2026-09-18,by_symbol/SH600060.parquet
sh.600061,SH600061,国投资本,SH,Shanghai Main,1997-05-19,09:30:00,Asia/Shanghai,1997-05-19T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-19,0,aligned,1997-05-19,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 辛酉 癸巳,辛,巳,壬,甲、癸,6917,2026-09-18,by_symbol/SH600061.parquet
sh.600062,SH600062,华润双鹤,SH,Shanghai Main,1997-05-22,09:30:00,Asia/Shanghai,1997-05-22T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-22,0,aligned,1997-05-22,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 甲子 己巳,甲,巳,癸,丁、庚,6996,2026-09-18,by_symbol/SH600062.parquet
sh.600063,SH600063,皖维高新,SH,Shanghai Main,1997-05-28,09:30:00,Asia/Shanghai,1997-05-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-28,0,aligned,1997-05-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 庚午 辛巳,庚,巳,壬,戊、丙、丁,6975,2026-09-18,by_symbol/SH600063.parquet
sh.600064,SH600064,南京高科,SH,Shanghai Main,1997-05-06,09:30:00,Asia/Shanghai,1997-05-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-06,0,aligned,1997-05-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 戊申 丁巳,戊,巳,甲,丙、癸,7052,2026-09-18,by_symbol/SH600064.parquet
sh.600066,SH600066,宇通客车,SH,Shanghai Main,1997-05-08,09:30:00,Asia/Shanghai,1997-05-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-08,0,aligned,1997-05-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 庚戌 辛巳,庚,巳,壬,戊、丙、丁,7031,2026-09-18,by_symbol/SH600066.parquet
sh.600067,SH600067,冠城新材,SH,Shanghai Main,1997-05-08,09:30:00,Asia/Shanghai,1997-05-08T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-08,0,aligned,1997-05-08,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 庚戌 辛巳,庚,巳,壬,戊、丙、丁,7054,2026-09-18,by_symbol/SH600067.parquet
sh.600071,SH600071,凤凰光学,SH,Shanghai Main,1997-05-28,09:30:00,Asia/Shanghai,1997-05-28T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-28,0,aligned,1997-05-28,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 庚午 辛巳,庚,巳,壬,戊、丙、丁,6853,2026-09-18,by_symbol/SH600071.parquet
sh.600072,SH600072,中船科技,SH,Shanghai Main,1997-06-03,09:30:00,Asia/Shanghai,1997-06-03T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-03,0,aligned,1997-06-03,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 丙子 癸巳,丙,巳,壬,庚、癸,6948,2026-09-18,by_symbol/SH600072.parquet
sh.600073,SH600073,光明肉业,SH,Shanghai Main,1997-07-04,09:30:00,Asia/Shanghai,1997-07-04T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-07-04,0,aligned,1997-07-04,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 丁未 乙巳,丁,午,壬,庚、癸,6929,2026-09-18,by_symbol/SH600073.parquet
sh.600075,SH600075,新疆天业,SH,Shanghai Main,1997-06-17,09:30:00,Asia/Shanghai,1997-06-17T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-17,0,aligned,1997-06-17,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 庚寅 辛巳,庚,午,壬,癸,6848,2026-09-18,by_symbol/SH600075.parquet
sh.600076,SH600076,康欣新材,SH,Shanghai Main,1997-05-26,09:30:00,Asia/Shanghai,1997-05-26T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-05-26,0,aligned,1997-05-26,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 乙巳 戊辰 丁巳,戊,巳,甲,丙、癸,6826,2026-09-18,by_symbol/SH600076.parquet
sh.600078,SH600078,澄星股份,SH,Shanghai Main,1997-06-27,09:30:00,Asia/Shanghai,1997-06-27T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-27,0,aligned,1997-06-27,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 庚子 辛巳,庚,午,壬,癸,6947,2026-09-18,by_symbol/SH600078.parquet
sh.600079,SH600079,ST人福,SH,Shanghai Main,1997-06-06,09:30:00,Asia/Shanghai,1997-06-06T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-06,0,aligned,1997-06-06,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 己卯 己巳,己,午,癸,丙,6998,2026-09-18,by_symbol/SH600079.parquet
sh.600080,SH600080,ST金花,SH,Shanghai Main,1997-06-12,09:30:00,Asia/Shanghai,1997-06-12T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-12,0,aligned,1997-06-12,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 乙酉 辛巳,乙,午,癸,丙,6995,2026-09-18,by_symbol/SH600080.parquet
sh.600081,SH600081,东风科技,SH,Shanghai Main,1997-07-03,09:30:00,Asia/Shanghai,1997-07-03T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-07-03,0,aligned,1997-07-03,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 丙午 癸巳,丙,午,壬,庚,6997,2026-09-18,by_symbol/SH600081.parquet
sh.600082,SH600082,ST海泰,SH,Shanghai Main,1997-06-20,09:30:00,Asia/Shanghai,1997-06-20T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-20,0,aligned,1997-06-20,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 癸巳 丁巳,癸,午,庚,辛、壬、癸,6994,2026-09-18,by_symbol/SH600082.parquet
sh.600084,SH600084,*ST尼雅,SH,Shanghai Main,1997-07-11,09:30:00,Asia/Shanghai,1997-07-11T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-07-11,0,aligned,1997-07-11,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丁未 甲寅 己巳,甲,未,癸,丁、庚,6632,2026-09-18,by_symbol/SH600084.parquet
sh.600085,SH600085,同仁堂,SH,Shanghai Main,1997-06-25,09:30:00,Asia/Shanghai,1997-06-25T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-25,0,aligned,1997-06-25,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 戊戌 丁巳,戊,午,壬,甲、丙,7050,2026-09-18,by_symbol/SH600085.parquet
sh.600088,SH600088,中视传媒,SH,Shanghai Main,1997-06-16,09:30:00,Asia/Shanghai,1997-06-16T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-16,0,aligned,1997-06-16,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 己丑 己巳,己,午,癸,丙,6937,2026-09-18,by_symbol/SH600088.parquet
sh.600089,SH600089,特变电工,SH,Shanghai Main,1997-06-18,09:30:00,Asia/Shanghai,1997-06-18T09:30:00+08:00,BaoStock current listed securities metadata,常规开盘代理,medium,false,1997-06-18,0,aligned,1997-06-18,normal,not_screened,上市日与最早日线一致；尚未筛查借壳、吸收合并或经营主体重置。,丁丑 丙午 辛卯 癸巳,辛,午,壬,己、癸,6907,2026-09-18,by_symbol/SH600089.parquet
